id,scientificName,decimalLatitude,decimalLongitude,kingdom,phylum,class,order,family,genus,taxonRank,eventDate,image_filename,species_id
216449855,Dione vanillae,21.1585422034,-102.4989574316,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2021-08-02T17:56:00-05:00,216449855.jpg,2391
3339,Dione vanillae,26.0793533325,-80.2779159546,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2009-09-13,3339.jpg,2391
36074388,Dione vanillae,30.0176530133,-97.8962934214,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2019-11-25T15:52:27Z,36074388.jpg,2391
252513822,Dione vanillae,34.3302333333,-82.3879866667,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2024-11-20T14:58:09-05:00,252513822.jpg,2391
19768,Dione vanillae,30.0751104413,-84.181022644,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2007-04-10T15:51:00-04:00,19768.jpg,2391
252525857,Dione vanillae,31.376906,-94.725927,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2024-11-21,252525857.jpg,2391
216451468,Dione vanillae,30.33836,-97.8950883333,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2024-05-17T17:52:00-05:00,216451468.jpg,2391
9551,Dione vanillae,26.0628664,-80.2331038,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione,species,2011-01-06,9551.jpg,2391
36075908,Ardea alba,37.440283636,-121.9649502527,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-11-23T20:38:00-08:00,36075908.jpg,639
108226852,Ardea alba,26.138408341,-97.1760915678,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2022-03-05T16:53:00Z,108226852.jpg,639
252517577,Ardea alba,45.069950121,37.0601967914,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2024-11-07T11:42:00+03:00,252517577.jpg,639
180372931,Ardea alba,-34.6162583333,-58.3556,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2023-08-26T17:59:00-03:00,180372931.jpg,639
252515773,Ardea alba,33.5302383333,-86.1916283333,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2024-11-21T11:59:11-06:00,252515773.jpg,639
15097,Ardea alba,38.3199501038,-123.0316848755,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2011-04-22T11:11:37-07:00,15097.jpg,639
108224633,Ardea alba,36.9520361677,-122.0568602955,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2022-03-08T16:52:00-08:00,108224633.jpg,639
36078131,Ardea alba,36.6182590379,-121.9015603341,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-10-15T12:58:23-07:00,36078131.jpg,639
216445132,Ardea alba,45.4558161717,-122.7923514685,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2023-10-04T17:04:00-07:00,216445132.jpg,639
180367508,Ardea alba,27.316555,-97.7270083333,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2023-08-22T12:17:00-05:00,180367508.jpg,639
72149853,Ardea alba,37.8709088707,-122.3147127252,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2021-03-26T19:01:00-07:00,72149853.jpg,639
36073751,Ardea alba,27.7336133333,-81.5987633333,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-11-25T15:52:05-05:00,36073751.jpg,639
72153203,Ardea alba,13.4616212076,-16.7048380627,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-06-12T15:29:00+02:00,72153203.jpg,639
36074889,Ardea alba,23.2926324297,-106.441496322,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-11-21T08:48:00-06:00,36074889.jpg,639
36073728,Ardea alba,37.4339415067,-122.0904103458,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-11-24T19:28:00-08:00,36073728.jpg,639
36074640,Ardea alba,18.5348028028,-95.0181746756,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2006-01-05T16:24:00+01:00,36074640.jpg,639
216446353,Ardea alba,24.3052936818,-107.4617574176,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2024-05-17T10:49:00-07:00,216446353.jpg,639
180374314,Ardea alba,42.6440693938,-86.1902114187,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2023-08-25T17:27:07-04:00,180374314.jpg,639
72156443,Ardea alba,53.408867655,83.9542498804,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2021-03-27T17:06:00+14:00,72156443.jpg,639
36076388,Ardea alba,16.836417844,-99.7984834525,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,species,2019-11-25T16:55:00-06:00,36076388.jpg,639
216439033,Branta canadensis,40.047782652,-75.2141086326,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2024-05-16T17:36:00-04:00,216439033.jpg,1071
8040,Branta canadensis,50.9567298889,-1.366691947,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2009-02-28T16:33:00+00:00,8040.jpg,1071
216440747,Branta canadensis,39.6304905516,-74.7714840802,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2024-05-15T17:10:00-04:00,216440747.jpg,1071
72151398,Branta canadensis,33.6742957589,-117.1387627077,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2021-03-15T13:26:00-07:00,72151398.jpg,1071
216439049,Branta canadensis,40.047782652,-75.2141086326,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2024-05-16T17:54:00-04:00,216439049.jpg,1071
144298413,Branta canadensis,35.2350437981,-86.7107143949,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2022-12-12T12:39:00-06:00,144298413.jpg,1071
108222936,Branta canadensis,41.9774493711,-87.7390969962,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2022-03-08T14:21:00-06:00,108222936.jpg,1071
4734,Branta canadensis,37.7676620483,-122.4820251465,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2009-11-14,4734.jpg,1071
216441517,Branta canadensis,38.5601959833,-122.7899239833,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2024-05-17T17:51:00-07:00,216441517.jpg,1071
216439052,Branta canadensis,40.047782652,-75.2141086326,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2024-05-16T17:55:00-04:00,216439052.jpg,1071
216439032,Branta canadensis,40.047782652,-75.2141086326,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2024-05-16T17:36:00-04:00,216439032.jpg,1071
36074879,Branta canadensis,33.7335045992,-96.7801324316,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2019-11-24T23:50:00-06:00,36074879.jpg,1071
6519,Branta canadensis,36.7840690613,-76.2472839355,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2010-04-13,6519.jpg,1071
108221303,Branta canadensis,41.4734941479,-87.7737997042,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2022-03-08T15:40:00-06:00,108221303.jpg,1071
108220107,Branta canadensis,36.9604975125,-121.774060009,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2022-03-06T14:49:59-08:00,108220107.jpg,1071
108220708,Branta canadensis,40.7282239,-73.7948516,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2022-03-08T13:42:00-05:00,108220708.jpg,1071
180368174,Branta canadensis,40.1001610656,-105.190745929,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2023-08-16T19:18:00-06:00,180368174.jpg,1071
10493,Branta canadensis,51.525626,-0.157708,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2010-05-29,10493.jpg,1071
36078942,Branta canadensis,45.3864402932,-75.6857202443,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2019-11-25T12:24:00-05:00,36078942.jpg,1071
216439044,Branta canadensis,40.047782652,-75.2141086326,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,species,2024-05-16T17:48:00-04:00,216439044.jpg,1071
108223616,Dryobates pubescens,41.2309606103,-88.9336101442,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-03-08T17:21:00-06:00,108223616.jpg,2492
252521256,Dryobates pubescens,45.3645993,-63.2657858,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2024-11-21T15:07:32-04:00,252521256.jpg,2492
144298698,Dryobates pubescens,41.9855797012,-73.1847042125,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-12-13T10:09:13-05:00,144298698.jpg,2492
252523501,Dryobates pubescens,32.6551516039,-97.0109706642,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2024-11-17T10:26:00-06:00,252523501.jpg,2492
108223686,Dryobates pubescens,44.9388028489,-93.2217779458,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-03-05T13:51:00-06:00,108223686.jpg,2492
17875,Dryobates pubescens,37.9776535034,-122.5801467896,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2011-05-22T10:54:22-07:00,17875.jpg,2492
108225148,Dryobates pubescens,38.5234340383,-121.7849740147,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-03-08T16:50:00-08:00,108225148.jpg,2492
108225146,Dryobates pubescens,38.5234340383,-121.7849740147,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-03-08T16:50:00-08:00,108225146.jpg,2492
180370243,Dryobates pubescens,44.4820273252,-77.4967440473,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2023-08-26T09:10:00-04:00,180370243.jpg,2492
108223691,Dryobates pubescens,44.9388028489,-93.2217779458,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-03-05T08:20:00-06:00,108223691.jpg,2492
180368299,Dryobates pubescens,48.3533945676,-67.222360716,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-09-04T11:44:00-04:00,180368299.jpg,2492
108220802,Dryobates pubescens,39.0968842602,-84.0370885329,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-02-26T18:13:26-05:00,108220802.jpg,2492
108226415,Dryobates pubescens,44.610146606,-122.8396537352,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-03-05T14:02:00-08:00,108226415.jpg,2492
108222938,Dryobates pubescens,41.9767525877,-87.7391371874,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-03-08T14:34:00-06:00,108222938.jpg,2492
36074739,Dryobates pubescens,42.3033166667,-81.8534383333,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2019-11-25T10:00:00-05:00,36074739.jpg,2492
252511919,Dryobates pubescens,39.0334916281,-77.00976631,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2024-11-21T09:06:00-05:00,252511919.jpg,2492
180373388,Dryobates pubescens,44.079949,-85.146809,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2023-08-20T16:14:01-04:00,180373388.jpg,2492
252523687,Dryobates pubescens,32.7898314862,-97.0275338808,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2024-11-16T09:52:00-06:00,252523687.jpg,2492
144304489,Dryobates pubescens,43.5361067896,-80.5724029648,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-12-11T12:39:00-05:00,144304489.jpg,2492
108223663,Dryobates pubescens,44.9388028489,-93.2217779458,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,species,2022-03-06T10:47:00-06:00,108223663.jpg,2492
108225419,Sceloporus occidentalis,34.0061675672,-118.3607258878,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2022-02-27T14:04:00-08:00,108225419.jpg,6627
14844,Sceloporus occidentalis,37.7123981125,-122.3799705505,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2011-04-17T14:38:01-07:00,14844.jpg,6627
13711,Sceloporus occidentalis,38.6118808276,-122.7835679054,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2011-04-02,13711.jpg,6627
16262,Sceloporus occidentalis,37.118947,-122.313859,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2011-05-04T10:13:00-07:00,16262.jpg,6627
216443863,Sceloporus occidentalis,34.2933166667,-118.5549916667,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2024-05-17T18:43:09-07:00,216443863.jpg,6627
180377007,Sceloporus occidentalis,33.797147,-118.204507,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2023-08-26T08:40:00-07:00,180377007.jpg,6627
36081117,Sceloporus occidentalis,33.5904437365,-117.7614347221,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2019-11-25T12:25:00-08:00,36081117.jpg,6627
108226442,Sceloporus occidentalis,32.7777971467,-117.0713831857,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2022-03-08T23:27:41-08:00,108226442.jpg,6627
216447362,Sceloporus occidentalis,33.9751081978,-118.4121894836,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2024-05-17T14:38:00-07:00,216447362.jpg,6627
252518128,Sceloporus occidentalis,34.2918525997,-119.2271192997,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2024-10-03T11:25:49-07:00,252518128.jpg,6627
108224769,Sceloporus occidentalis,37.800111,-122.4796159722,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2022-03-08T11:56:10-08:00,108224769.jpg,6627
108221024,Sceloporus occidentalis,32.8276416667,-117.0653445,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2022-03-08T12:45:58-08:00,108221024.jpg,6627
14565,Sceloporus occidentalis,38.0207176208,-122.6598510742,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2011-04-16T14:33:39-07:00,14565.jpg,6627
216442473,Sceloporus occidentalis,38.4377583333,-122.5040194444,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2024-05-17T12:27:00-07:00,216442473.jpg,6627
108220112,Sceloporus occidentalis,34.0593861667,-118.8793716667,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2022-03-08T15:53:15-08:00,108220112.jpg,6627
216441500,Sceloporus occidentalis,38.56152,-122.790692,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2024-05-17T17:39:00-07:00,216441500.jpg,6627
14963,Sceloporus occidentalis,32.8210555,-117.0622980595,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2011-04-20,14963.jpg,6627
17184,Sceloporus occidentalis,38.5654954885,-122.6846373081,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2011-05-14,17184.jpg,6627
17941,Sceloporus occidentalis,37.8166999817,-122.0418395996,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2011-05-22T14:26:22-07:00,17941.jpg,6627
216443543,Sceloporus occidentalis,38.4464861111,-122.5042722222,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Sceloporus,species,2024-05-17T13:39:00-07:00,216443543.jpg,6627
252515924,Sturnus vulgaris,52.7547208077,5.0622241532,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-07-04T14:31:00+02:00,252515924.jpg,7104
36080685,Sturnus vulgaris,38.9175509,-77.279589,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2019-11-25T11:57:00-05:00,36080685.jpg,7104
216444896,Sturnus vulgaris,59.3566283333,30.01399,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-05-17T17:33:00+03:00,216444896.jpg,7104
216447303,Sturnus vulgaris,43.6705425,-113.6400503372,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-05-16T14:55:00-06:00,216447303.jpg,7104
252516414,Sturnus vulgaris,33.8399116667,-84.49665,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-11-21T11:34:00-05:00,252516414.jpg,7104
216447422,Sturnus vulgaris,38.4040342198,-85.76338243,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-05-17T14:46:00-04:00,216447422.jpg,7104
108224213,Sturnus vulgaris,42.9761542201,-78.9242691547,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2022-03-08T18:23:00Z,108224213.jpg,7104
108224121,Sturnus vulgaris,42.9781977853,-78.9329367131,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2022-03-08T18:10:00Z,108224121.jpg,7104
72153139,Sturnus vulgaris,48.8447891544,2.3635749343,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2021-03-27T11:02:08+01:00,72153139.jpg,7104
72151817,Sturnus vulgaris,48.8624471559,2.4369307235,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2021-03-27T10:40:45+01:00,72151817.jpg,7104
252515755,Sturnus vulgaris,43.4926962618,3.6768566511,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-11-16T11:37:00+01:00,252515755.jpg,7104
108220696,Sturnus vulgaris,49.6696862184,-124.9113371596,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2022-03-09T00:17:00Z,108220696.jpg,7104
36080374,Sturnus vulgaris,48.8087254321,-122.6375089648,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2019-11-25T16:21:00-08:00,36080374.jpg,7104
216439764,Sturnus vulgaris,50.8971830783,-114.0126316924,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-05-17T17:24:00-06:00,216439764.jpg,7104
144293056,Sturnus vulgaris,55.9070694444,37.7437527778,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2022-09-29T12:42:00+03:00,144293056.jpg,7104
216438972,Sturnus vulgaris,58.5393865,31.2893706,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-05-18T03:59:00+03:00,216438972.jpg,7104
36081127,Sturnus vulgaris,33.3505819143,-112.1129884095,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2019-11-22T10:51:00-05:00,36081127.jpg,7104
252520885,Sturnus vulgaris,45.5240364938,-122.9143995672,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-11-21T10:53:52-08:00,252520885.jpg,7104
216447421,Sturnus vulgaris,38.404044819,-85.7633912532,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-05-17T14:45:00-04:00,216447421.jpg,7104
252516106,Sturnus vulgaris,44.4862356207,4.3620177576,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,species,2024-04-04T11:15:00+02:00,252516106.jpg,7104
252511370,Odocoileus virginianus,48.3353828141,-88.8291959443,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2024-10-27T14:30:38-04:00,252511370.jpg,4987
36077702,Odocoileus virginianus,30.8706531525,-94.2338485718,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2019-11-25T17:00:39-06:00,36077702.jpg,4987
252514872,Odocoileus virginianus,50.321598,-115.861237,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2024-06-08T22:10:00-06:00,252514872.jpg,4987
144298724,Odocoileus virginianus,45.5716449722,-62.620386,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2022-12-13T08:44:32-04:00,144298724.jpg,4987
216439835,Odocoileus virginianus,47.9491620027,-91.9771634394,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2024-05-14T14:52:00-05:00,216439835.jpg,4987
180370110,Odocoileus virginianus,32.0790721667,-81.286255,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2023-08-26T19:55:36-04:00,180370110.jpg,4987
36077043,Odocoileus virginianus,30.2124396,-97.8598607,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2019-11-10T13:58:00-06:00,36077043.jpg,4987
36076993,Odocoileus virginianus,30.347870047,-97.9845456406,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2019-11-25,36076993.jpg,4987
252515515,Odocoileus virginianus,41.0937255574,-75.5129790266,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2024-07-06T12:57:00-04:00,252515515.jpg,4987
180365726,Odocoileus virginianus,42.3968580719,-71.2077381458,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2023-08-26T19:27:00-04:00,180365726.jpg,4987
108220144,Odocoileus virginianus,43.8320543078,-79.5895263925,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2022-03-08T15:56:39Z,108220144.jpg,4987
144293120,Odocoileus virginianus,39.176282,-83.4311849722,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2022-12-12T10:48:34-05:00,144293120.jpg,4987
36077277,Odocoileus virginianus,30.6624003974,-98.4203304539,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2019-11-25T17:24:27Z,36077277.jpg,4987
144294215,Odocoileus virginianus,30.0840515178,-95.6948050764,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2022-12-13T07:20:04-06:00,144294215.jpg,4987
72147110,Odocoileus virginianus,30.4908621445,-98.6667877636,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2021-03-26T17:18:00-05:00,72147110.jpg,4987
144293546,Odocoileus virginianus,44.8964504989,-76.0961197665,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2022-07-16T19:24:02-04:00,144293546.jpg,4987
36078241,Odocoileus virginianus,33.0625901667,-96.9891833333,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2019-11-25T13:44:30-06:00,36078241.jpg,4987
252517537,Odocoileus virginianus,29.5538458347,-98.6300693991,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2022-10-04T10:00:00-05:00,252517537.jpg,4987
180369991,Odocoileus virginianus,48.3405033333,-114.17347,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2023-08-26T19:08:54-06:00,180369991.jpg,4987
108221298,Odocoileus virginianus,41.4089020269,-87.7442699662,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,species,2022-03-08T15:40:00-06:00,108221298.jpg,4987
72149846,Agelaius phoeniceus,37.8709088707,-122.3147127252,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2021-03-26T17:54:00-07:00,72149846.jpg,201
216447380,Agelaius phoeniceus,33.9751081978,-118.4121894836,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2024-05-17T16:08:00-07:00,216447380.jpg,201
10873,Agelaius phoeniceus,25.7622764159,-80.7686251402,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2011-01-31,10873.jpg,201
16087,Agelaius phoeniceus,38.0256652832,-122.5169372559,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2011-05-02T09:04:28-07:00,16087.jpg,201
216440852,Agelaius phoeniceus,45.6015831088,-117.5533524965,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2024-05-07T09:12:00-07:00,216440852.jpg,201
36084028,Agelaius phoeniceus,38.5523977645,-121.6291813036,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2019-11-25T17:11:00-08:00,36084028.jpg,201
216443372,Agelaius phoeniceus,39.9168036,-105.0301113,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2024-05-17T08:10:00-06:00,216443372.jpg,201
144299375,Agelaius phoeniceus,32.3469838,-111.09436121,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2022-12-13T08:23:06-07:00,144299375.jpg,201
72155458,Agelaius phoeniceus,32.822157,-96.718168,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2021-03-26T09:19:00-05:00,72155458.jpg,201
10329,Agelaius phoeniceus,33.4102005524,-111.9349765778,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2008-02-20,10329.jpg,201
4779,Agelaius phoeniceus,37.8555412292,-122.5056304932,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2008-06-14,4779.jpg,201
108221305,Agelaius phoeniceus,41.5650310411,-87.6246053374,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2022-03-08T15:40:00-06:00,108221305.jpg,201
216447043,Agelaius phoeniceus,43.6704613964,-83.9081906567,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2024-05-17T19:31:00-04:00,216447043.jpg,201
216438614,Agelaius phoeniceus,43.1927383333,-77.5127716667,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2024-05-17T09:08:10-04:00,216438614.jpg,201
108220634,Agelaius phoeniceus,43.7155033029,-79.3429113067,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,1998-04-16T12:00:00-07:00,108220634.jpg,201
108221310,Agelaius phoeniceus,41.5636030188,-87.746587063,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2022-03-08T15:40:00-06:00,108221310.jpg,201
14278,Agelaius phoeniceus,38.5601801265,-122.7902841568,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2011-04-12,14278.jpg,201
16304,Agelaius phoeniceus,38.4125489751,-122.7517032623,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2011-05-06,16304.jpg,201
17043,Agelaius phoeniceus,37.805172,-122.458072,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2008-04-11T15:47:00-07:00,17043.jpg,201
108223234,Agelaius phoeniceus,41.5454749966,-93.56613489,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,species,2022-03-06T12:31:00-06:00,108223234.jpg,201
180371615,Pandion haliaetus,44.7046859786,-63.8612077765,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,species,2018-09-17T12:30:00-03:00,180371615.jpg,5239
20445,Pandion haliaetus,39.9253049051,-76.3872528076,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,species,2011-06-04,20445.jpg,5239
216448601,Pandion haliaetus,41.0737247,-74.8346296,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,species,2024-05-17T07:31:00-04:00,216448601.jpg,5239
252526222,Pandion haliaetus,26.0743821,-81.7152947,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,species,2024-11-21T11:48:00-05:00,252526222.jpg,5239
216445803,Pandion haliaetus,39.3919603299,-74.7512164338,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,species,2024-05-15T17:37:00-04:00,216445803.jpg,5239
